device_name,compute_capability,dtype,q_heads,kv_heads,head_dim,batch_size,seq_len,page_size,num_splits,sm_margin,contiguous_median_us,paged_identity_median_us,paged_shuffled_median_us,paged_identity_overhead_pct,paged_shuffled_overhead_pct,contiguous_tokens_per_sec,paged_identity_tokens_per_sec,paged_shuffled_tokens_per_sec,all_layouts_present,identity_correctness_passed,shuffled_correctness_passed,identity_max_abs_diff,shuffled_max_abs_diff
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,2048,128,0,0,152.319997549057,152.0960032939911,152.19199657440186,-0.14705505427399235,-0.08403425467093939,210084.03699385503,210393.43116824844,210260.72802952034,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,4096,16,0,0,240.04799872636795,237.45600134134293,241.37599766254425,-1.0797829595653674,0.5532222485595817,133306.67270622397,134761.80774222678,132573.24800263532,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,4096,128,0,0,239.96800184249878,237.31200397014618,238.3359968662262,-1.106813346762725,-0.6800927472587537,133351.11245791413,134843.57918963762,134264.23377397345,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,8192,16,0,0,413.1839871406555,408.80000591278076,415.5200123786926,-1.0610239903567131,0.5653716772043849,77447.33822200763,78277.88536487285,77011.93455596105,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,8192,128,0,0,413.7600064277649,410.0799858570099,414.2720103263855,-0.8894094435387356,0.12374417311160624,77339.51929350289,78033.55711965427,77243.93442556908,True,True,True,0.00048828125,0.00048828125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,16384,16,0,0,763.6160254478455,755.295991897583,770.0480222702026,-1.0895572215607885,0.8423077316358052,41905.877998346936,42367.49611182784,41555.84986201224,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,16384,128,0,0,765.3120160102844,755.6160092353821,766.7199969291687,-1.2669351286877073,0.18397475662597085,41813.0113346737,42349.55269460374,41736.22721223512,True,True,True,0.000244140625,0.000244140625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,32768,16,0,0,1465.0239944458008,1435.0240230560303,1468.176007270813,-2.0477460781192947,0.2151509352039449,21842.64566404264,22299.27826006197,21795.75189999507,True,True,True,0.0001220703125,0.0001220703125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,32,32768,128,0,0,1464.1759991645813,1445.95205783844,1467.039942741394,-1.2446551054340116,0.19560104648941312,21855.29609709374,22130.74757667757,21812.63036383521,True,True,True,0.0001220703125,0.0001220703125
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,1024,16,0,0,155.20000457763672,155.45600652694702,157.75999426841736,0.1649497047419457,1.6494778448927327,412371.12185769854,411692.037058125,405679.5279233376,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,1024,128,0,0,155.29599785804749,155.58399260044098,156.44800662994385,0.18544891456684365,0.741814848924438,412116.2224573291,411353.37209374714,409081.5944455154,True,True,True,0.0009765625,0.0009765625
NVIDIA H100 80GB HBM3,9.0,bf16,32,8,128,64,2048,16,0,0,241.85599386692047,240.1919960975647,244.51200664043427,-0.6880117969172095,1.0981794294398384,264620.2766230203,266453.5081926858,261745.83767624482,True,True,True,0.0009765625,0.0009765625
